Filename,Segment,Year,Month,Date,Hour,Minute,ADI,ACI,AEI,NDSI,MFC,CLS
2MM04213_20250407_003202.wav,1,2025,04,07,0,32,2.338252139310319,0.37342596,0.6252966699989957,-0.94786376,0.00035558716330340474,1.53524757756245
2MM04213_20250407_003202.wav,2,2025,04,07,0,32,2.4277718128978254,0.39002866,0.6109512026176485,-0.99094796,0.0,1.7905591608142946
